hotel_name,reviewer_name,reviewer_url,reviewer_location,reviewer_reviewdate,reviewer_helpful_name,reviewer_title,reviewer_detail,reviewer_datestay,reviewer_triptype,reviewer_user_rating,,overall_hotelrating,overallrating_location,overallrating_cleaniness,overallrating_service,overallrating_value,,Region,Address,Phone No.
Quincy Hotel by Far East Hospitality,55Prism,https://www.tripadvisor.com.sg/Profile/55Prism,"Houston, Texas",55Prism wrote a review Nov 2019,4 helpful votes,Orchard Park Jewel,"After a very long Carnival cruise and a short cab ride from the cruise terminal we settled in to a nicely
accommodated room for our brief stay in Singapore. This hotel was walking distance to the Orchard Road shopping area and a quick cab or grab ride away from most tourists attractions. We would not hesitate to stay there in the future.",Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Darynne,https://www.tripadvisor.com.sg/Profile/darynnetan,,Darynne wrote a review Nov 2019,2 contributions,a wonderful night’s stay,"Had the utmost pleasure of staying overnight at this ultra modern hotel just a couple minutes away from the main shopping strip in Orchard.
My night there went well. I requested for a wine bucket and wine glasses upon check-in. It was rather late at night and the male staff at the front desk was very helpful in trying to accomodate my request for these items. He explained that the wine buckets were all borrowed out and even sent it up to the room five minutes later when it was ready. That was pretty awesome and quick service, I must say.
The room I had for the night was one of the most spacious ones I’ve stayed in around the Orchard area.I especially loved the interior design and colour play used in the bathroom from the sleeping area. There was a rainshower plus a bathtub, cushy bathrobes plus a set of delicious smelling shower essentials by Kevin Murphy。
I spent alot of time sitting by the bay window area looking out at the night having my wine.
The bed was huge and comfortable. But before I knew it, the morning alarm on my phone went off. Got showered and headed to the lobby restaurant for a bite.
I didn’t have much time before my Grab ride to work arrived so i quickly got my croissants toasted, buttered and jammed up and scoffed it all down with two cups of English breakfast tea.
I will be back for a proper staycation to enjoy all the other perks the next time round.
A huge thank you goes out to Ms Shakila :)
Well done, everyone at Quincy!
Darynne Tan
Room 608
Stayed 2nd-3rd November",Date of stay: November 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Darynne,https://www.tripadvisor.com.sg/Profile/darynnetan,,Darynne wrote a review Nov 2019,1 helpful vote,a wonderful night’s stay,-''-,Date of stay: November 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Victor N,https://www.tripadvisor.com.sg/Profile/718victorn,,Victor N wrote a review Nov 2019,1 contribution,Victor,"One of the best place that I have ever stayed , everything about this hotel is top notch. Staffs especially the front desk are so warm and caring. Uniqueness of this hotel is that you get something to eat almost through out the day . It’s been a memorable trip for my son David’s first trip abroad . Would love to comeback and relieve the experience again .",Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Victor N,https://www.tripadvisor.com.sg/Profile/718victorn,,Victor N wrote a review Nov 2019,1 helpful vote,Victor,"One of the best place that I have ever stayed , everything about this hotel is top notch. Staffs especially the front desk are so warm and caring. Uniqueness of this hotel is that you get something to eat almost through out the day . It’s been a memorable trip for my son David’s first trip abroad . Would love to comeback and relieve the experience again .",Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Visit L,https://www.tripadvisor.com.sg/Profile/702visitl,"Mae Sot, Thailand",Visit L wrote a review Nov 2019,1 contribution,Impressive room and facilities,"Room price includes everything, breakfast, light break, light dinner, gym, sauna, steam room, swimming pool. not far from shopping and dining area, quiet street in front of hotel. good electric curtain keep room dark enough for late wake up in the morning after arriving very late at night.",Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Visit L,https://www.tripadvisor.com.sg/Profile/702visitl,"Mae Sot, Thailand",Visit L wrote a review Nov 2019,1 helpful vote,Impressive room and facilities,"Room price includes everything, breakfast, light break, light dinner, gym, sauna, steam room, swimming pool. not far from shopping and dining area, quiet street in front of hotel. good electric curtain keep room dark enough for late wake up in the morning after arriving very late at night.",Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,JoM2S,https://www.tripadvisor.com.sg/Profile/JoM2S,"Negombo, Sri Lanka",JoM2S wrote a review Nov 2019,100 contributions,The best hotels ever!!!,"I wish more hotels would be like this one, the place is nice, the rooms comfortable, great food, so fi, super clean, you save so much by having food available all the time, even ice cream!!! They have grab scooters on the side of the hotel so it’s so much fun to view the city this way, you are a 5 minute walk away from the must famous road in Singapore, don’t hesitate stay here!!!!!!!! You won’t regret it and you will wonder like me, why aren’t other hotels like this or why they don’t have more hotels like this one every where!",Date of stay: October 2019,Trip type: Travelled with friends,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,JoM2S,https://www.tripadvisor.com.sg/Profile/JoM2S,"Negombo, Sri Lanka",JoM2S wrote a review Nov 2019,5 helpful votes,The best hotels ever!!!,-''-,Date of stay: October 2019,Trip type: Travelled with friends,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,LJLN,https://www.tripadvisor.com.sg/Profile/LJLN,UK,LJLN wrote a review Nov 2019,36 contributions,High Recommendation,"Just fantastic.
Staff are exceptionally friendly and very courteous. Nothing too much trouble and so accommodating. A very happy bunch of staff.
Rooms are great - very clean and a bonus to have a free fridge bar in your room offering cokes, orange juices etc along with some nibbles. No alcohol in the 2 rooms we booked but this may have been down to kids staying with us.
Laundry - 2 items per day cleaned free of charge as part of package. Put in at 10am and back in your room before 7pm.
Food - exceptional and very tasty. You would never go hungry at this hotel. Plenty of choice on the menu. Best thing ever you can have breakfast, afternoon cakes, supper all in the hotel price and on top of that free alcohol between 6pm to 8.30pm. Not glasses of alcohol but full bottles delivered to your table. Also unlimited non-alcoholic and alcoholic cocktails. As soon as your bottle or glass is empty, along comes another one! Free unlimited coffee, tea, juices and icecream 24/7 in the lobby area of the hotel. We had lunch out and came back for an early supper before heading back out again to visit night time attractions.
Amenities (open 24/7) - Gym, Pool, Sauna and Steam Room. Lovely to sit on the 12th floor pool open on each side, observing the sites around you - very relaxing.
Location - central to the main shopping area and also walking distance for MRT. Taxi prices unbelievably low compared to UK. Taxi from Airport cost us 30 dollars - 40 minute trip from airport to hotel. Around Singapore for trips to different sites around 15 dollars max. Price for MRT was 10 dollars per person unlimited travel pass for one day. We used both MRT and Taxi. MRT easy, efficient and very clean. 2 MRT near hotel - Orchard (in the shopping precinct or the quieter Newton on Scotts Road by The Prudential Office. Both 10 min walk max from hotel.
Overall would highly recommend and going by comments from other guests they had recommendations from friends to stay there.
Small and friendly hotel. If you prefer attentive service this is the place to stay with all the benefits of a 'club facility'.",Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,LJLN,https://www.tripadvisor.com.sg/Profile/LJLN,UK,LJLN wrote a review Nov 2019,53 helpful votes,High Recommendation,-''-,Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Joolsy,https://www.tripadvisor.com.sg/Profile/juliekdaydreamer,"Norwich, United Kingdom",Joolsy wrote a review Nov 2019,6 contributions,Excellent Short Break,"My husband and I stayed at the Quincy for 3 nights, and from the moment we walked into reception we were greeted by friendly staff who looked after us throughout our stay. Rooms were clean, and breakfast selection was good.
I would recommend downloading the Grab App to book taxis as this is a very cheap option, and you don't have to wait long for one to appear. The location was perfect for all attractions. Raffles hotel is a must as is little India, Clarke's Quay, Gardens By The Bay, Chinatown, and the bar at the top of Marina Bay Hotel, what a view! We even had time to visit Singapore zoo which I would highly recommend.",Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Joolsy,https://www.tripadvisor.com.sg/Profile/juliekdaydreamer,"Norwich, United Kingdom",Joolsy wrote a review Nov 2019,3 helpful votes,Excellent Short Break,-''-,Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,carstenjoerns,https://www.tripadvisor.com.sg/Profile/carstenjoerns,"Saarbrücken, Germany",carstenjoerns wrote a review Oct 2019,1 contribution,Short Business Stay incl. Weekend,"Refreshing alternative with Club Offering at a reasonable price
If you don't mind a little walk, you can reach busses nearby (if you know where) or MRT in some distance
With friendly staff and a good, but not spectacular offering of Club-type food and drinks plus free WIFI you'll find a place to work and sneak out whilst you are well taken care of.",Date of stay: October 2019,,4,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,carstenjoerns,https://www.tripadvisor.com.sg/Profile/carstenjoerns,"Saarbrücken, Germany",carstenjoerns wrote a review Oct 2019,1 helpful vote,Short Business Stay incl. Weekend,"Refreshing alternative with Club Offering at a reasonable price
If you don't mind a little walk, you can reach busses nearby (if you know where) or MRT in some distance
With friendly staff and a good, but not spectacular offering of Club-type food and drinks plus free WIFI you'll find a place to work and sneak out whilst you are well taken care of.",Date of stay: October 2019,,4,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,JEC18,https://www.tripadvisor.com.sg/Profile/JEC18,"Oxfordshire, United Kingdom",JEC18 wrote a review Oct 2019,9 contributions,Excellent hotel,"Highly recommended for staff service, rooms and facilities, location, cleanliness and food. The Quincy is a high level hotel at a value price. Nothing was too much trouble and the all-in drinks and food are a real bonus!",Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,JEC18,https://www.tripadvisor.com.sg/Profile/JEC18,"Oxfordshire, United Kingdom",JEC18 wrote a review Oct 2019,3 helpful votes,Excellent hotel,"Highly recommended for staff service, rooms and facilities, location, cleanliness and food. The Quincy is a high level hotel at a value price. Nothing was too much trouble and the all-in drinks and food are a real bonus!",Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,edwardrichard911,https://www.tripadvisor.com.sg/Profile/edwardrichard911,,edwardrichard911 wrote a review Oct 2019,1 contribution,Great value definately recommend,"We booked our room during a ""summer sale"" so save a few $$$. I was skeptical about the fact that drinks and food was included but that is exactly what we received (although the mini bar only has ONE beer it it) The complimentary evening drinks (and buffet dinner) from 6-8.30 were great given booze is not cheap in Singapore! Also the complimentary Breakfast is great. My wife is vegan & they accommodated here fine, plenty of vegan (and vego) options for breakfast & they made here something special for dinner every night! Rooms were great, not huge but really comfy & quiet. Also the pool is great!",Date of stay: October 2019,Trip type: Travelled as a couple,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,edwardrichard911,https://www.tripadvisor.com.sg/Profile/edwardrichard911,,edwardrichard911 wrote a review Oct 2019,1 helpful vote,Great value definately recommend,-''-,Date of stay: October 2019,Trip type: Travelled as a couple,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,188rethabilem,https://www.tripadvisor.com.sg/Profile/188rethabilem,"Johannesburg, South Africa",188rethabilem wrote a review Oct 2019,1 contribution,The Best Hotel Ever!,We really enjoyed our stay and can't wait to return. The hotel is great value for money and we have already recommended it to our friends for their upcoming vacation to Singapore. Breakfast and the complimentary light dinner was so tasty - we never went hungry.,Date of stay: October 2019,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,188rethabilem,https://www.tripadvisor.com.sg/Profile/188rethabilem,"Johannesburg, South Africa",188rethabilem wrote a review Oct 2019,1 helpful vote,The Best Hotel Ever!,We really enjoyed our stay and can't wait to return. The hotel is great value for money and we have already recommended it to our friends for their upcoming vacation to Singapore. Breakfast and the complimentary light dinner was so tasty - we never went hungry.,Date of stay: October 2019,,5,,,,,,,,Orchard,,
Hotel Indigo Singapore Katong,andrea9881,https://www.tripadvisor.com.sg/Profile/andrea9881,Singapore,andrea9881 wrote a review Oct 2020,3 contributions,Quaint Restaurant with Great Service,"Our first and definitely not the last visit to Baba Chew’s. Attended a family wedding in a quaint Peranakan Restaurant Katong. It was just warmly set up and cosy. Service was top notch. The Manager, Anne and her team was very hospitable and service was on par with 5 star Hotel Restaurant. Well done Anne! We will be back with our friends.",Date of stay: October 2020,Trip type: Travelled with family,5,,4.5,4.5,5,4.5,4.5,,Marine Parade,"86 E Coast Rd, Singapore 428788",6723 7001
Hotel Indigo Singapore Katong,KiwiExplorer,https://www.tripadvisor.com.sg/Profile/KiwiExplorer,"Auckland, New Zealand",KiwiExplorer wrote a review Apr 2020,976 contributions,TRENDY AND QUIRKY VALUE FOR MONEY LUXURY,"We stayed in this hotel for 1 night mid January en route from Myanmar back home to New Zealand. We picked what we thought looked like the nicest hotel closest to the Airport without having to venture into the downtown area. Both the hotel and the area were fabulous and much better than expected. The hotel is right next door to a big shopping Mall & immediately in front of the hotel are several restaurants. The hotels own restaurant Baba Chews is where we dined for Dinner and the atmosphere, service and food were excellent. Across the road is an immaculately restored block of shops and restaurants, the area is just gorgeous and we were disappointed we didn’t have time to explore.
We stayed in a king bed deluxe room and it was fabulous. Tastefully decorated, spotlessly clean and well designed. For the amount of floor space the layout was exceptionally roomy. We loved the little touches everywhere and the cool bathroom set up with the attractive vanity and shower behind it, unusual with the shower on the outside wall of the hotel. Just remember that as well as you seeing out, people can also see in to you! All features of the room worked well, from the quiet Air conditioning to the fast wifi. We ventured up to the rooftop to see the view and liked the look of the rooftop swimming pool but the weather wasn’t kind enough for us to fancy a swim!
The biggest regret was having to leave and we look forward to returning sometime for a longer stay and a good look around the area as well as experiencing some more of the restaurants in the area.",Date of stay: January 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,KiwiExplorer,https://www.tripadvisor.com.sg/Profile/KiwiExplorer,"Auckland, New Zealand",KiwiExplorer wrote a review Apr 2020,216 helpful votes,TRENDY AND QUIRKY VALUE FOR MONEY LUXURY,-''-,Date of stay: January 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Agus Emilyadi,https://www.tripadvisor.com.sg/Profile/926aguss,"Singapore, Singapore",Agus Emilyadi wrote a review Apr 2020,9 contributions,Staycation Yahoooo!!!,"This hotel is very lovely and the decor is a heritage Peranakan.
Upon check-in we are greeted with a very welcoming smile at the reception by Ms Nani and Mr Denry. As we checkin we have to fill up the health declaration form due to the Convid-19 outbreak. We got a complimentary upgrade as we are celebrating our Anniversary without even asking.
Rooms are very clean spacious and have a very cute bathtub like what i said the decor is peranakan LOVE IT 💋.
I truly recommend the people out there to tryout this place there is lot’s of local food around at this hotel and the beast among all best is the friendly staff at the counter never fail to smile and greet you even they are wearing a mask.
Thanks Ms Nani and Denry",Date of stay: April 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Agus Emilyadi,https://www.tripadvisor.com.sg/Profile/926aguss,"Singapore, Singapore",Agus Emilyadi wrote a review Apr 2020,18 helpful votes,Staycation Yahoooo!!!,-''-,Date of stay: April 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Intrepidtraveler53,https://www.tripadvisor.com.sg/Profile/Intrepidtraveler53,NYC,Intrepidtraveler53 wrote a review Mar 2020,676 contributions,"Love, Love, Love","The hotel is incredible. I had never stayed at an Indigo property, and I cannot wait to visit at another one. The decor is modern with traditional elements. The hotel has thought of every thoughtful touch. I don't want to ruin the surprises, but everywhere you look, there is an element of Peranakan culture or tradition from the foot wash tub to the candy treats. Ask the hotel to explain the room in full detail.
The hotel is in the Katong area, which is near the airport. However, it's not in the central region of Singapore. Spend at least one night in Katong even if you want to stay in Central Singapore. The area is fantastic, and it's become a hipster-style neighborhood with incredible foodie destinations.
The staff was helpful and gracious. The breakfast is yummy and extensive. The hotel is bookable using an annual IHG free night from the Chase IHG credit card.
I can't say enough wonderful things about my stay. Thank you for making my stay so memorable.",Date of stay: March 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Intrepidtraveler53,https://www.tripadvisor.com.sg/Profile/Intrepidtraveler53,NYC,Intrepidtraveler53 wrote a review Mar 2020,289 helpful votes,"Love, Love, Love",-''-,Date of stay: March 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Toothless,https://www.tripadvisor.com.sg/Profile/ToothlessSG,"Singapore, Singapore",Toothless wrote a review Mar 2020,246 contributions,Tastefully Decorated Comfort with Great Service,"The first impression was refreshing. You're greeted by a greenery wall and greenery around the property before entering. The main glass door of the lobby is not directly at the building entrance, giving it privacy and probably a nod to the traditional Peranakan house entrance, where it typically require a detour around a wall upon entering.
The lobby was small and long but had Peranakan items around the area. There was the beautiful sets of rectangular carriers that resembled the Bakul Sia and had jars stacked up near the elevator. There were even side tables with Peranakan motifs at the front desk. What accompanied these beautiful decorations were the warmth and friendliness of the front desk staff. Check-in was smooth and the staff were helpful. They acceded to my request to change from a King Bed room to one with Twin Beds. My room view was of the courtyard between Hotel Indigo and another IHG property, the Holiday Inn Express.
The room was decent-sized with the shower/makeup area taking up the back quarter of the room where the window was. The bathroom however, was separate at the front of the room. The room was dotted with Peranakan-inspired furniture and nostalgic items. There was a beautiful red sofa with a carrom board table with its own play pucks. The wall had a large mural and mine depicted a durian stall in operation. There was an antique-looking cabinet that encompasses the mini-fridge and minibar items. A French press came with the complimentary coffee sachets and TWG tea bags. There were several mugs and glasses for use in addition to the old-school coffee cups. They even provided complimentary candies in glass jars (including the white rabbit milk candy!).
The shower area was separated by sliding doors and had Peranakan-styled floor tiles. The sink was on a table top that was placed on a re-purposed Singer sewing machine. The towels were placed on a low wooden stool with the spittoon beside it. There was a large old-school rope chair that was pretty comfortable. They even provided a metal bucket/tub for washing/soaking your feet and it came with the bath salts. The shower was hidden behind the sink area. Curtains and blinds were provided to ensure privacy during shower.
The location of the hotel was superb as it was near a few small malls and had plenty of food establishments in the Katong area. It was also a 10-minute to 15-minute walking distance away to Parkway Parade, a large mall. Check-out was smooth and quick. It is a very good place to stay in for both tourists and locals alike.",Date of stay: March 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Toothless,https://www.tripadvisor.com.sg/Profile/ToothlessSG,"Singapore, Singapore",Toothless wrote a review Mar 2020,20 helpful votes,Tastefully Decorated Comfort with Great Service,-''-,Date of stay: March 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,EeMing,https://www.tripadvisor.com.sg/Profile/EeMing,"Singapore, Singapore",EeMing wrote a review Mar 2020,24 contributions,A wonderful one night anniversary stay,"I checked into Hotel Indigo Katong on 14th March 2020 to celebrate my 2nd anniversary with my partner. Upon arrival, due to the recent Covid19 Corona virus, we were asked to fill in a health declaration form before we are allowed to check in. Not long after checking in, there was a knock on our door and one of their staff actually delivered an anniversary cake to us which came to us as a surprise! We were staying in Room 1121, King Premier with Bathtub. The rooms were spacious, the toilet and showers were split into two different areas which was somewhat unique. There was a carrom table which allows us to have a game of carrom and the whole room was peranakan themed, exactly like how we see in the photos on their website. The bathtub faces the Katong neighbourhood and a sign…",Date of stay: March 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,EeMing,https://www.tripadvisor.com.sg/Profile/EeMing,"Singapore, Singapore",EeMing wrote a review Mar 2020,2 helpful votes,A wonderful one night anniversary stay,-''-,Date of stay: March 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Rob L,https://www.tripadvisor.com.sg/Profile/robl276,"Padstow, Australia",Rob L wrote a review Mar 2020,148 contributions,Excellent stay,"My wife and I stayed here last year on a stop over from the UK to Australia. We came back this year for an 8 night stay.
We were not disappointed. From the reception staff, to housekeeping, all very professional. Very happy and helpful. Nothing was too much. We had breakfast included and again the staff were great.
The room was cleaned and presented well whilst we were at breakfast.
It is located well for taxis and in future when the MRT station is finished.
Will stay there again.",Date of stay: March 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Rob L,https://www.tripadvisor.com.sg/Profile/robl276,"Padstow, Australia",Rob L wrote a review Mar 2020,57 helpful votes,Excellent stay,"My wife and I stayed here last year on a stop over from the UK to Australia. We came back this year for an 8 night stay.
We were not disappointed. From the reception staff, to housekeeping, all very professional. Very happy and helpful. Nothing was too much. We had breakfast included and again the staff were great.
The room was cleaned and presented well whilst we were at breakfast.
It is located well for taxis and in future when the MRT station is finished.
Will stay there again.",Date of stay: March 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Ophir77,https://www.tripadvisor.com.sg/Profile/Ophir77,"Singapore, Singapore",Ophir77 wrote a review Feb 2020,"1,335 contributions",Peranakan-style comfort and hospitality,"This was our fourth staycation at Hotel Indigo; the first in August 2017 followed by the second for Christmas in December of the same year. The third and fourth were also in August of 2018 and 2019 to watch the National Day Parade on a large screen while enjoying all the good food and kuih-kuih in the area. Obvious to say we absolutely love this ‘Peranakan’ themed hotel for the most part because we hail from Peranakan backgrounds and appreciate the thoughts, ideas, inspiration, knowledge and creativity that have gone into the development of this unique establishment, which has not only won our hearts over but has become our ‘home-away-from-home’. It was good to be met by familiar front office staff like Esther and Tuah (and Faris) who recognized my mother (this is important for an elderly person). The reservations manager was able to secure our favourite room on the fifteenth floor which is near the lift and convenient for my mother who requires the use of a wheelchair. The décor of the rooms are simply charming, with large black pencil-like sketches across the white wall depicting scenes reminiscent of my mother’s time, in stark contrast to the vibrant colours of the rest of the furniture and furnishings. The toilet is a separate cubicle as you enter the room, which works out well for us as there is a sink and a bidet which is convenient for my elderly mother to use. The main bathroom at the end of the room boasts a separate shower area (with rainforest and handheld options), an absolutely beautiful vanity top with a modern sink set atop an old fashioned Singer sewing machine (the type my aunt used to work on) with a large decorative mirror with amber lighting. Other old-school items include a colourful enamel basin, tray and pot, little wooden stools for the towels and wooden clogs on display (not for use). Both toilet and bathroom areas are adorned with beautiful Peranakan tiles floor-to-ceiling. If you choose the Premier Room – View with tub, you will get to enjoy soaking in a large free-standing round tub big enough for two with soaking salts, foot scrub and foot balm provided. With large floor-to-ceiling glass windows at the bathroom area, do remember to close the curtains/blinds when taking a shower or bath. There is a large paneled sliding door separating the bathroom from the bed and sitting area which makes the décor even more unique along with the lighted decorative boxed ceiling. In keeping with Peranakan tradition of loving all things bright and beautiful, the sofa/chairs, cushions, pouffe/stool, carpets, side tables and lamps are in brilliant attractive colours. Stunning! Even the large glass cabinet is a bright purple with a few pieces of traditional crockery for decoration. In here you will find a modern Nespresso machine (Premier Room) and TWG tea. There are pouches of decaffeinated coffee if you prefer along with a French Press. If you are a carom fan, you can use the game board (carom men and striker provided) to pass your time. Otherwise, the board doubles as a coffee table for you to enjoy your rice dumplings or traditional Nyonya kuih (cakes and delicacies) that can be bought from the stalls nearby. Buffet breakfast is served at Baba Chew’s Bar & Eatery – also beautifully decorated in Peranakan fashion yet looking totally modern and classy. You access the restaurant by walking through the gorgeous hotel lounge area and exiting through the glass doors to this standalone building. Juices, freshly baked French pastries, fresh fruits, yogurt, cereals, salad etc are from the buffet counters while several choices of main courses are from the menu with a daily option of alternating local favourites. The wait staff work really hard to get your hot breakfast options prepared and served along with freshly brewed coffee and teas so do be patient especially when the restaurant is busy. What is unique to me is that Baba Chew’s is set in the same building as the former Joo Chiat Police Station which is where I was once attached during my NPCC (National Police Cadet Corps) days. Both these names are connected to Mr Chew Joo Chiat (1857-19260), who was also known as the 'King of Katong'. From our favourite room I can also view my old school along Ceylon Road. How nostalgic is that! The rooftop infinity pool is quite sizeable and makes for a good view and a good swim. My only issue is that I hope the hotel management will look into installing grab bars in the toilet and shower area, not only for the convenience of elderly and/or handicapped but for the general safety of all guests, especially since the (lovely) floor tiles in the shower are rather smooth (licin). My mother is already looking forward to yet another stay in 2020. Congrats to a great team (including Prem) that made the stay so enjoyable and pleasant. And thank you Jennifer Vivian for your warm welcome and attention. This makes a lot of difference to me and my mother. I love the amenities at this hotel, the warmth and flexibility of the staff and the overall 'homeliness' of the environment.",Date of stay: August 2019,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Ophir77,https://www.tripadvisor.com.sg/Profile/Ophir77,"Singapore, Singapore",Ophir77 wrote a review Feb 2020,63 helpful votes,Peranakan-style comfort and hospitality,-''-,Date of stay: August 2019,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Punitha R,https://www.tripadvisor.com.sg/Profile/Pioneer695164,,Punitha R wrote a review Feb 2020,8 contributions,Amazing stay :),"My sincere thanks for all the arrangements you've done for my stay and with all your little gesture it has been one of my memorable stay. Thank you so much for the complimentary room upgrade, late check out, and yummy pandan cake as well. All your staffs were super friendly and helpful. Please convey my hearfelt thanks as well. The rooms was very beautiful and I just loved it. Keep up your marvellous work team !!!",Date of stay: February 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Punitha R,https://www.tripadvisor.com.sg/Profile/Pioneer695164,,Punitha R wrote a review Feb 2020,1 helpful vote,Amazing stay :),"My sincere thanks for all the arrangements you've done for my stay and with all your little gesture it has been one of my memorable stay. Thank you so much for the complimentary room upgrade, late check out, and yummy pandan cake as well. All your staffs were super friendly and helpful. Please convey my hearfelt thanks as well. The rooms was very beautiful and I just loved it. Keep up your marvellous work team !!!",Date of stay: February 2020,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,skippy-rates,https://www.tripadvisor.com.sg/Profile/skippy-rates,"London, United Kingdom",skippy-rates wrote a review Feb 2020,221 contributions,Modern design led hotel,We enjoyed our stay here which we chose on the basis of reviews on here; and also thought it would be fun to try a new less central location. Hotel is new. Rooms well kitted out; albeit with slightly odd configuration (split bathrooms) and slightly too much furniture in. Breakfasts good. Reasonable value.,Date of stay: February 2020,,4,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,skippy-rates,https://www.tripadvisor.com.sg/Profile/skippy-rates,"London, United Kingdom",skippy-rates wrote a review Feb 2020,75 helpful votes,Modern design led hotel,We enjoyed our stay here which we chose on the basis of reviews on here; and also thought it would be fun to try a new less central location. Hotel is new. Rooms well kitted out; albeit with slightly odd configuration (split bathrooms) and slightly too much furniture in. Breakfasts good. Reasonable value.,Date of stay: February 2020,,4,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Angelica,https://www.tripadvisor.com.sg/Profile/nikkiipotatoo,"Singapore, Singapore",Angelica wrote a review Feb 2020,3 contributions,HOUSEKEEPING!,"One of the reasons why we chose this hotel was the good reviews from the previous guest, we actually had a good staycation here . However, during our last day of our stay one of the housekeeping staff tried to enter our room when it's on a DO NOT DISTURB sign. This is totally unacceptable!!!! Guest privacy should be respected.",Date of stay: February 2020,Trip type: Travelled as a couple,1,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Ian D,https://www.tripadvisor.com.sg/Profile/iand279,"Cheltenham, United Kingdom",Ian D wrote a review Feb 2020,20 contributions,Well Run Hotel Pleasant Part Of Town,I have stayed at this hotel a number of times most recently in December 2019. It is well located if you are happy not to be in the centre of Singapore in an interesting older style part of town. The staff on the front desk are always courteous and helpful. The rooms are very comfortable. The pool is good.The local choices to eat are great including Baba Chews which is linked to the hotel.,Date of stay: December 2019,,5,,,,,,,,Marine Parade,,
Hotel Indigo Singapore Katong,Ian D,https://www.tripadvisor.com.sg/Profile/iand279,"Cheltenham, United Kingdom",Ian D wrote a review Feb 2020,10 helpful votes,Well Run Hotel Pleasant Part Of Town,I have stayed at this hotel a number of times most recently in December 2019. It is well located if you are happy not to be in the centre of Singapore in an interesting older style part of town. The staff on the front desk are always courteous and helpful. The rooms are very comfortable. The pool is good.The local choices to eat are great including Baba Chews which is linked to the hotel.,Date of stay: December 2019,,5,,,,,,,,Marine Parade,,
